household_key,TotalBaskets,TotalSpent,FirstWeek,LastWeek,ActiveWeeks,LoyaltyScore
661,394,8271.31,15,102,88,3258896.1399999997
662,39,1381.73,11,100,35,53887.47
663,105,3199.53,17,102,60,335950.65
664,31,995.08,17,99,27,30847.48
665,39,715.98,5,102,28,27923.22
666,100,1020.7,13,102,57,102070.0
667,66,1121.2,16,102,43,73999.2
668,57,1151.04,13,102,45,65609.28
669,119,9164.15,4,102,76,1090533.8499999999
670,192,5685.67,5,102,87,1091648.6400000001
671,127,5089.66,12,100,70,646386.82
672,121,2731.15,10,102,67,330469.15
673,50,704.61,4,102,33,35230.5
674,139,4727.57,5,102,64,657132.23
675,223,4832.38,15,102,79,1077620.74
676,376,10741.1,2,102,86,4038653.6
677,45,1600.99,14,102,37,72044.55
678,57,459.17,13,78,33,26172.690000000002
679,262,6494.31,3,102,79,1701509.2200000002
680,96,3513.02,17,101,59,337249.92
681,66,2773.19,1,102,57,183030.54
682,217,4438.29,5,82,49,963108.9299999999
683,9,170.06,17,86,8,1530.54
684,107,2052.67,6,102,65,219635.69
685,201,6019.77,15,102,76,1209973.77
686,21,534.5699999999999,16,94,15,11225.97
687,69,3205.8,2,102,47,221200.2
688,28,3207.61,11,100,27,89813.08
689,3,28.96,17,56,3,86.88
690,273,4963.14,4,102,92,1354937.2200000002
691,54,2511.33,6,101,41,135611.82
692,124,3891.14,12,102,79,482501.36
693,209,6378.8,2,100,81,1333169.2
694,154,1756.64,12,102,50,270522.56
695,226,8523.93,17,102,79,1926408.1800000002
696,326,14715.53,17,102,84,4797262.78
697,62,2823.59,9,101,46,175062.58000000002
698,127,1204.49,1,102,59,152970.23
699,150,10353.0,9,102,78,1552950.0
700,39,2981.04,3,101,29,116260.56
701,39,2593.56,15,101,31,101148.84
702,276,8205.68,12,102,88,2264767.68
703,219,9475.69,11,102,83,2075176.11
704,9,76.53,17,76,7,688.77
705,93,1385.93,12,100,69,128891.49
706,133,4024.6,4,102,75,535271.7999999999
707,498,19194.420000000002,15,102,86,9558821.16
708,68,2828.06,3,102,55,192308.08
709,156,5536.4,7,102,76,863678.3999999999
710,229,3724.48,4,102,93,852905.92
711,36,429.79,5,102,25,15472.44
712,256,11711.02,6,102,96,2998021.12
713,24,540.9,15,100,20,12981.599999999999
714,294,4117.34,8,102,92,1210497.96
715,178,3712.14,7,102,76,660760.9199999999
716,81,1290.68,12,102,55,104545.08
717,51,616.72,15,99,32,31452.72
718,599,19299.86,1,102,102,11560616.14
719,34,1098.51,4,101,30,37349.34
720,86,1678.8,7,102,69,144376.8
721,46,553.57,16,101,29,25464.22
722,136,6437.62,15,101,75,875516.32
723,23,1230.83,12,101,22,28309.089999999997
724,26,639.3000000000001,11,95,22,16621.800000000003
725,133,4828.58,13,102,75,642201.14
726,71,2220.15,11,102,46,157630.65
727,118,4923.13,10,102,62,580929.34
728,475,10732.91,7,102,90,5098132.25
729,32,1159.32,8,101,27,37098.24
730,92,1111.69,3,101,71,102275.48000000001
731,233,3151.31,13,101,68,734255.23
732,104,3967.82,18,102,60,412653.28
733,76,2678.56,13,101,59,203570.56
734,76,1319.76,4,100,50,100301.76
735,92,1062.25,9,99,44,97727.0
736,60,3061.62,4,101,42,183697.19999999998
737,52,1593.51,5,94,45,82862.52
738,101,2593.12,15,102,45,261905.12
739,6,160.06,14,42,5,960.36
740,113,6644.85,17,102,71,750868.05
741,88,3414.6,12,101,57,300484.8
742,328,3950.96,11,101,87,1295914.8800000001
743,71,1988.97,17,100,48,141216.87
744,158,4730.31,1,101,72,747388.9800000001
745,180,6713.51,10,102,93,1208431.8
746,39,569.0500000000001,16,85,24,22192.950000000004
747,136,1166.73,17,102,68,158675.28
748,84,2709.18,10,101,39,227571.12
749,77,1066.6200000000001,13,101,44,82129.74
750,49,598.62,13,102,28,29332.38
751,27,521.04,5,94,16,14068.079999999998
752,106,3792.56,9,102,61,402011.36
753,50,2177.13,5,102,37,108856.5
754,32,1535.13,17,101,31,49124.16
755,307,10617.05,6,102,91,3259434.3499999996
756,24,690.42,9,92,18,16570.079999999998
757,40,2023.3700000000001,17,96,34,80934.8
758,17,344.92,15,99,15,5863.64
759,41,1274.09,5,101,32,52237.689999999995
760,70,1872.52,6,79,51,131076.4
761,178,9036.01,13,102,76,1608409.78
762,886,8982.79,13,102,88,7958751.94
763,40,2815.58,11,89,33,112623.2
764,112,3196.78,18,101,47,358039.36000000004
765,30,1586.5800000000002,13,102,24,47597.4
766,122,8350.09,17,101,71,1018710.98
767,13,562.77,13,98,12,7316.01
768,466,6681.35,16,102,87,3113509.1
769,46,1543.63,7,101,37,71006.98000000001
770,43,2246.36,15,100,28,96593.48000000001
771,497,7990.97,17,102,84,3971512.0900000003
772,42,271.88,14,99,26,11418.96
773,22,899.63,3,101,19,19791.86
774,16,909.96,12,94,13,14559.36
775,33,1121.0,7,74,28,36993.0
776,72,3153.7,7,102,49,227066.4
777,40,2745.75,12,102,24,109830.0
778,123,2285.59,1,88,50,281127.57
779,86,3918.28,11,102,48,336972.08
780,67,579.72,15,101,40,38841.240000000005
781,57,1665.51,14,101,40,94934.06999999999
782,70,1557.05,11,95,44,108993.5
783,17,387.34,5,84,15,6584.78
784,134,3117.66,3,102,76,417766.44
785,103,2089.8,7,102,47,215249.40000000002
786,204,7434.07,16,102,77,1516550.28
787,190,2504.59,15,102,83,475872.10000000003
788,295,7514.2,10,102,83,2216689.0
789,26,370.3,2,102,21,9627.800000000001
790,58,2842.63,16,101,44,164872.54
791,21,303.01,2,90,14,6363.21
792,23,337.11,16,102,8,7753.530000000001
793,107,1832.03,13,101,55,196027.21
794,32,1752.5,15,100,25,56080.0
795,45,1295.91,7,97,32,58315.950000000004
796,50,445.65,2,101,42,22282.5
797,92,3059.57,17,102,57,281480.44
798,54,1586.58,7,101,38,85675.31999999999
799,68,2084.11,5,102,48,141719.48
800,443,10426.58,9,102,93,4618974.94
801,29,1652.07,11,102,22,47910.03
802,59,2154.4300000000003,8,101,51,127111.37000000002
803,65,2036.8400000000001,4,102,53,132394.6
804,221,3917.74,12,101,77,865820.5399999999
805,304,5565.47,2,102,96,1691902.8800000001
806,125,5875.35,8,102,65,734418.75
807,123,4014.02,4,101,68,493724.46
808,206,2317.9,15,102,78,477487.4
809,57,619.75,12,99,36,35325.75
810,37,540.1,11,100,31,19983.7
811,39,680.23,7,100,24,26528.97
812,93,1165.27,5,99,39,108370.11
813,33,2065.1,3,102,29,68148.3
814,23,773.76,17,99,16,17796.48
815,47,1802.37,15,100,22,84711.39
816,106,3468.66,4,100,68,367677.95999999996
817,147,4801.85,15,102,74,705871.9500000001
818,52,1724.59,11,102,25,89678.68
819,6,161.75,11,101,6,970.5
820,208,4603.9800000000005,10,102,68,957627.8400000001
821,17,464.56,16,89,12,7897.52
822,42,866.56,9,101,32,36395.52
823,117,2590.15,14,101,59,303047.55
824,57,1167.03,14,102,36,66520.70999999999
825,242,11835.02,11,102,85,2864074.8400000003
826,26,203.01,4,99,21,5278.26
827,20,326.88,1,102,18,6537.6
828,37,1123.16,9,72,29,41556.920000000006
829,32,1635.21,14,100,29,52326.72
830,231,1694.32,11,102,58,391387.92
831,166,8831.35,10,102,83,1466004.1
832,14,479.24,8,101,13,6709.360000000001
833,34,1975.56,16,87,28,67169.04
834,28,946.28,8,102,21,26495.84
835,17,273.81,17,85,14,4654.77
836,75,1564.3500000000001,14,99,45,117326.25000000001
837,36,793.38,16,102,32,28561.68
838,32,384.69,7,102,28,12310.08
839,10,846.7,13,100,7,8467.0
840,214,11944.57,12,102,81,2556137.98
841,157,2550.37,10,102,57,400408.08999999997
842,506,7527.27,17,101,84,3808798.62
843,74,2619.23,4,102,43,193823.02
844,141,5399.64,12,102,75,761349.24
845,117,5097.28,12,101,69,596381.76
846,34,1120.9,13,98,28,38110.600000000006
847,53,1463.32,16,102,42,77555.95999999999
848,29,2684.13,14,101,22,77839.77
849,62,4599.52,13,102,47,285170.24000000005
850,97,1252.91,7,101,57,121532.27
851,21,166.78,2,95,21,3502.38
852,95,1943.73,15,101,58,184654.35
853,516,13497.29,10,102,90,6964601.640000001
854,36,551.87,17,98,30,19867.32
855,216,5617.79,17,102,62,1213442.64
856,182,5080.04,15,102,75,924567.28
857,43,4040.81,16,101,40,173754.83
858,42,594.23,11,102,35,24957.66
859,194,7074.2,11,102,89,1372394.8
860,52,261.06,12,92,14,13575.12
861,34,1382.53,6,102,25,47006.02
862,71,1753.9,6,102,37,124526.90000000001
863,146,2183.53,6,102,51,318795.38
864,109,7892.97,4,102,78,860333.73
865,35,1887.73,16,100,23,66070.55
866,136,5519.35,5,100,68,750631.6000000001
867,182,6088.84,5,102,86,1108168.8800000001
868,162,6836.65,14,102,66,1107537.3
869,130,1428.67,10,102,67,185727.1
870,12,241.41,14,60,9,2896.92
871,132,10435.960000000001,16,102,74,1377546.7200000002
872,9,172.07,7,99,3,1548.6299999999999
873,113,2938.15,12,100,55,332010.95
874,5,222.22,4,80,5,1111.1
875,68,1473.27,7,99,54,100182.36
876,200,5899.04,16,102,83,1179808.0
877,63,3355.07,13,101,49,211369.41
878,181,5980.72,14,102,82,1082510.32
879,96,2448.6,12,101,56,235065.59999999998
880,12,197.39000000000001,13,97,7,2368.6800000000003
881,139,4295.11,14,102,75,597020.2899999999
882,240,4609.8,15,101,73,1106352.0
883,352,10165.130000000001,6,102,91,3578125.7600000002
884,70,674.35,3,102,27,47204.5
885,87,2602.8,10,102,47,226443.6
886,198,4890.11,3,102,71,968241.7799999999
887,48,1133.71,1,100,40,54418.08
888,79,8689.01,2,102,64,686431.79
889,216,12983.01,6,102,89,2804330.16
890,31,1068.91,10,100,25,33136.21
891,113,7035.21,12,102,72,794978.73
892,22,443.31,11,87,21,9752.82
893,111,4729.01,9,102,55,524920.11
894,31,1095.29,8,98,19,33953.99
895,211,8700.15,4,101,94,1835731.65
896,112,5274.46,8,102,68,590739.52
897,62,840.23,11,102,43,52094.26
898,315,8355.23,16,102,84,2631897.4499999997
899,12,315.15,7,92,8,3781.7999999999997
900,1223,16450.53,10,102,93,20118998.189999998
901,76,2766.7,16,102,48,210269.19999999998
902,10,135.23,4,87,9,1352.3
903,72,2949.56,10,101,49,212368.32
904,31,890.25,4,102,25,27597.75
905,31,851.93,3,95,26,26409.829999999998
906,382,7048.71,8,102,93,2692607.22
907,92,1953.06,2,102,65,179681.52
908,199,6097.47,14,102,81,1213396.53
909,713,12414.56,10,102,85,8851581.28
910,34,1158.1100000000001,9,92,23,39375.740000000005
911,75,3696.76,13,99,55,277257.0
912,20,1164.1100000000001,14,89,12,23282.200000000004
913,69,1830.63,4,101,48,126313.47
914,60,1834.08,12,102,40,110044.79999999999
915,119,970.11,11,102,71,115443.09
916,206,3764.6,14,102,75,775507.6
917,44,488.48,14,82,12,21493.120000000003
918,152,3135.38,3,87,45,476577.76
919,135,1469.45,17,102,59,198375.75
920,238,5887.36,8,102,82,1401191.68
921,9,101.3,9,87,6,911.6999999999999
922,150,3336.9900000000002,6,100,72,500548.50000000006
923,164,3305.54,7,102,62,542108.5599999999
924,95,2336.18,1,102,76,221937.09999999998
925,79,485.24,7,94,33,38333.96
926,241,7274.1,1,101,91,1753058.1
927,46,1530.88,5,100,32,70420.48000000001
928,137,3571.7,9,102,65,489322.89999999997
929,244,5342.55,12,102,83,1303582.2
930,43,966.88,10,102,32,41575.84
931,42,4967.07,14,96,33,208616.94
932,158,5845.96,2,99,74,923661.68
933,79,2175.19,9,95,38,171840.01
934,234,10709.38,6,102,87,2505994.92
935,57,1564.67,7,99,40,89186.19
936,502,7089.49,10,102,91,3558923.98
937,68,1669.89,12,102,59,113552.52
938,26,1647.36,8,92,23,42831.36
939,154,5254.66,13,102,68,809217.64
940,65,1261.62,15,98,48,82005.29999999999
941,122,2206.06,15,102,61,269139.32
942,215,5890.14,13,98,65,1266380.1
943,144,3434.14,8,98,46,494516.16
944,104,2859.76,11,101,58,297415.04000000004
945,51,1926.03,10,101,38,98227.53
946,136,2530.45,4,102,70,344141.19999999995
947,221,2305.51,2,102,91,509517.71
948,4,304.85,8,54,2,1219.4
949,134,5799.97,17,102,71,777195.98
950,58,2027.0,13,88,39,117566.0
951,18,690.22,3,102,17,12423.960000000001
952,111,2201.4700000000003,15,102,60,244363.17000000004
953,114,2513.39,4,101,61,286526.45999999996
954,53,2537.43,9,100,43,134483.78999999998
955,274,4053.69,9,102,87,1110711.06
956,621,10231.93,8,102,94,6354028.53
957,576,3754.9,5,102,93,2162822.4
958,11,313.37,16,102,8,3447.07
959,60,1074.69,16,102,36,64481.4
960,106,2447.4900000000002,5,102,65,259433.94000000003
961,72,3956.27,16,100,51,284851.44
962,53,1530.44,17,100,39,81113.32
963,43,2036.66,5,85,35,87576.38
964,88,2044.85,15,102,42,179946.8
965,52,1764.07,2,101,33,91731.64
966,16,202.06,14,94,16,3232.96
967,10,299.38,13,96,8,2993.8
968,167,9805.11,6,102,87,1637453.37
969,8,311.59,9,98,8,2492.72
970,15,691.45,14,101,15,10371.75
971,126,3676.15,8,102,73,463194.9
972,197,4219.18,14,102,78,831178.4600000001
973,84,13486.32,14,102,59,1132850.88
974,43,1993.06,10,102,30,85701.58
975,182,4769.31,16,102,79,868014.42
976,82,6190.51,10,102,51,507621.82
977,34,1036.52,17,100,25,35241.68
978,71,3014.35,16,102,49,214018.85
979,205,12854.66,4,102,88,2635205.3
980,29,1330.22,11,100,21,38576.38
981,36,1394.11,12,99,31,50187.96
982,412,18790.34,10,102,93,7741620.08
983,196,3807.15,10,102,78,746201.4
984,32,1219.71,11,98,25,39030.72
985,110,2057.47,1,102,63,226321.69999999998
986,90,1827.87,5,100,64,164508.3
987,75,2334.53,5,101,49,175089.75000000003
988,196,6109.18,2,102,72,1197399.28
989,174,4663.38,7,102,76,811428.12
990,16,247.12,13,82,14,3953.92
991,31,1419.8799999999999,7,96,20,44016.28
992,102,823.35,16,102,41,83981.7
993,126,3064.87,15,101,72,386173.62
994,21,581.45,3,101,19,12210.45
995,21,1217.16,11,101,21,25560.36
996,139,2220.85,3,102,75,308698.14999999997
997,92,4646.81,5,102,62,427506.52
998,250,8305.39,14,101,79,2076347.4999999998
999,57,2154.25,2,101,39,122792.25
1000,138,4150.76,8,102,77,572804.88
1001,90,4082.0,3,102,51,367380.0
1002,30,973.9300000000001,11,102,26,29217.9
1003,63,2588.73,5,98,39,163089.99
1004,253,3708.7200000000003,13,102,83,938306.16
1005,180,2470.09,17,102,73,444616.2
1006,11,161.48,8,95,10,1776.28
1007,122,1368.97,11,102,69,167014.34
1008,40,511.12,12,99,28,20444.8
1009,23,125.52,11,84,21,2886.96
1010,91,2486.39,13,102,56,226261.49
1011,140,3495.2000000000003,7,101,81,489328.00000000006
1012,121,2342.5099999999998,9,97,59,283443.70999999996
1013,35,947.03,8,101,26,33146.049999999996
1014,161,4199.76,10,101,77,676161.36
1015,108,3807.7200000000003,7,102,82,411233.76
1016,40,3089.84,1,94,27,123593.6
1017,63,3436.26,5,101,52,216484.38
1018,167,2138.59,6,102,75,357144.53
1019,53,1553.56,2,101,36,82338.68
1020,171,9561.460000000001,13,102,79,1635009.6600000001
1021,99,2086.12,15,102,50,206525.87999999998
1022,36,263.27,7,84,20,9477.72
1023,603,38319.79,16,102,84,23106833.37
1024,145,9448.75,11,102,67,1370068.75
1025,81,3552.13,7,100,45,287722.53
1026,26,412.54,2,62,19,10726.04
1027,41,1064.99,8,102,34,43664.590000000004
1028,12,121.91,6,80,12,1462.92
1029,276,13785.55,14,102,86,3804811.8
1030,30,1260.29,12,96,28,37808.7
1031,146,4232.12,11,80,47,617889.52
1032,92,2473.76,14,94,53,227585.92
1033,26,1366.97,12,92,21,35541.22
1034,70,840.87,8,100,43,58860.9
1035,4,183.04,31,59,3,732.16
1036,27,1231.17,15,95,21,33241.590000000004
1037,33,1076.69,4,102,28,35530.770000000004
1038,275,1602.0,12,101,75,440550.0
1039,82,5168.38,16,102,60,423807.16000000003
1040,229,5664.74,8,102,90,1297225.46
1041,291,7156.7,11,102,76,2082599.7
1042,248,5284.12,6,102,95,1310461.76
1043,19,988.73,16,96,16,18785.87
1044,20,423.51,8,102,15,8470.2
1045,295,4893.11,11,102,86,1443467.45
1046,153,4314.95,8,100,76,660187.35
1047,80,1052.94,16,101,49,84235.20000000001
1048,103,1934.45,9,93,41,199248.35
1049,55,698.06,15,101,35,38393.299999999996
1050,135,5134.89,17,102,67,693210.15
1051,55,2275.67,10,100,36,125161.85
1052,7,231.66,12,34,5,1621.62
1053,96,4616.42,16,102,69,443176.32
1054,41,1035.19,15,99,31,42442.79
1055,81,1204.41,9,100,56,97557.21
1056,66,4871.09,4,101,46,321491.94
1057,184,8219.34,8,102,90,1512358.56
1058,563,3280.18,10,102,91,1846741.3399999999
1059,5,72.91,6,80,4,364.54999999999995
1060,64,6096.93,1,97,58,390203.52
1061,147,6211.67,13,102,61,913115.49
1062,216,1495.76,11,102,88,323084.16
1063,57,1327.48,13,89,34,75666.36
1064,44,3074.68,16,102,36,135285.91999999998
1065,50,5167.16,6,101,42,258358.0
1066,245,3114.34,15,102,82,763013.3
1067,62,3741.92,5,101,43,231999.04
1068,111,1321.85,13,101,38,146725.34999999998
1069,55,3433.27,11,98,46,188829.85
1070,177,5187.13,6,102,80,918122.01
1071,84,2052.29,16,101,54,172392.36
1072,61,2694.8,16,101,48,164382.80000000002
1073,121,3014.08,16,102,61,364703.68
1074,132,7769.22,18,102,74,1025537.04
1075,67,1469.02,8,99,43,98424.34
1076,86,2241.01,15,102,54,192726.86000000002
1077,36,1492.81,40,101,26,53741.159999999996
1078,250,6885.69,17,102,79,1721422.5
1079,50,1001.3,12,95,34,50065.0
1080,84,2206.11,4,99,40,185313.24000000002
1081,139,10201.550000000001,11,101,77,1418015.4500000002
1082,142,2032.54,4,102,86,288620.68
1083,54,1396.93,2,100,40,75434.22
1084,225,2363.16,8,102,78,531711.0
1085,106,4806.0,16,101,61,509436.0
1086,30,1188.61,12,101,25,35658.299999999996
1087,149,3010.24,17,99,61,448525.75999999995
1088,91,1439.6100000000001,7,102,61,131004.51000000001
1089,96,2404.98,7,101,52,230878.08000000002
1090,12,307.87,14,98,10,3694.44
1091,116,5617.400000000001,13,96,58,651618.4
1092,42,944.69,13,102,28,39676.98
1093,33,993.76,12,102,22,32794.08
1094,95,5935.57,3,102,63,563879.15
1095,30,599.54,3,93,25,17986.199999999997
1096,47,592.36,2,99,21,27840.920000000002
1097,165,8806.33,6,101,74,1453044.45
1098,449,9500.7,8,102,95,4265814.300000001
1099,28,683.13,15,93,21,19127.64
1100,26,313.41,17,101,22,8148.660000000001
1101,16,190.78,12,95,13,3052.48
1102,81,2263.4,3,100,58,183335.4
1103,204,6104.1900000000005,17,102,80,1245254.76
1104,118,3378.16,7,100,69,398622.88
1105,9,500.14,10,99,5,4501.26
1106,38,683.26,5,101,28,25963.88
1107,22,877.3199999999999,2,93,18,19301.039999999997
1108,22,292.1,11,97,16,6426.200000000001
1109,87,3059.0,10,99,63,266133.0
1110,133,5508.47,2,102,56,732626.51
1111,321,18894.72,5,102,95,6065205.12
1112,52,1889.45,14,97,37,98251.40000000001
1113,176,4391.3,11,102,77,772868.8
1114,44,970.95,4,102,34,42721.8
1115,51,1828.64,8,102,25,93260.64
1116,64,2779.14,1,100,36,177864.96
1117,186,3667.44,3,102,79,682143.84
1118,16,945.89,10,86,15,15134.24
1119,68,2232.75,16,102,47,151827.0
1120,87,1737.84,11,102,51,151192.08
1121,61,2486.64,8,98,46,151685.03999999998
1122,77,1236.98,17,72,42,95247.46
1123,73,3915.81,1,97,53,285854.13
1124,79,1896.39,7,102,42,149814.81
1125,89,691.1,4,102,40,61507.9
1126,28,2543.36,15,102,26,71214.08
1127,29,1563.53,17,102,24,45342.37
1128,234,3027.0,3,102,81,708318.0
1129,73,2401.41,13,102,55,175302.93
1130,362,6563.15,1,102,98,2375860.3
1131,102,3034.77,3,102,57,309546.54
1132,58,2073.62,4,101,36,120269.95999999999
1133,115,1377.66,5,102,63,158430.90000000002
1134,51,5050.53,13,99,36,257577.03
1135,64,748.88,5,102,37,47928.32
1136,59,1934.11,3,101,44,114112.48999999999
1137,134,2121.89,9,102,85,284333.26
1138,212,4546.37,2,102,90,963830.44
1139,92,7539.55,9,101,67,693638.6
1140,21,1164.18,11,95,11,24447.780000000002
1141,59,1137.28,13,100,43,67099.52
1142,284,15178.960000000001,6,102,97,4310824.640000001
1143,12,173.31,10,92,11,2079.7200000000003
1144,24,187.09,3,100,17,4490.16
1145,81,3875.17,2,102,42,313888.77
1146,345,8854.64,14,102,87,3054850.8
1147,57,3779.36,12,102,35,215423.52000000002
1148,26,478.59000000000003,6,102,25,12443.34
1149,17,307.90999999999997,13,97,14,5234.469999999999
1150,14,845.39,15,80,12,11835.46
1151,159,2808.91,6,102,65,446616.69
1152,77,1305.66,17,100,31,100535.82
1153,65,1142.8600000000001,9,101,42,74285.90000000001
1154,127,3803.55,10,102,71,483050.85000000003
1155,41,2053.02,11,102,27,84173.81999999999
1156,29,999.33,8,92,26,28980.57
1157,104,2779.86,6,97,63,289105.44
1158,219,2903.2,12,102,80,635800.7999999999
1159,233,4468.63,16,102,61,1041190.79
1160,145,4377.96,10,102,72,634804.2
1161,63,1377.57,3,101,44,86786.90999999999
1162,33,431.76,16,72,24,14248.08
1163,153,4808.01,3,100,80,735625.53
1164,104,4689.35,6,102,72,487692.4
1165,57,1413.52,13,102,42,80570.64
1166,409,12300.62,12,102,90,5030953.58
1167,150,6798.79,9,102,80,1019818.5
1168,69,874.23,7,101,52,60321.87
1169,128,5159.4,12,101,65,660403.2
1170,7,68.45,9,93,7,479.15000000000003
1171,34,996.6,18,102,26,33884.4
1172,167,4569.24,1,102,74,763063.08
1173,41,655.77,1,92,23,26886.57
1174,122,2156.65,12,101,51,263111.3
1175,135,7403.51,14,102,76,999473.85
1176,16,240.85,10,101,9,3853.6
1177,17,337.98,17,100,16,5745.66
1178,212,5022.28,6,102,97,1064723.3599999999
1179,205,9428.4,13,102,83,1932822.0
1180,166,5430.04,14,101,70,901386.64
1181,89,2196.58,7,102,54,195495.62
1182,124,1966.38,7,98,51,243831.12000000002
1183,9,260.04,13,97,6,2340.36
1184,13,713.9,2,100,11,9280.699999999999
1185,61,1334.18,2,102,36,81384.98000000001
1186,79,6060.38,5,102,55,478770.02
1187,133,2996.18,11,102,57,398491.94
1188,149,3722.22,16,102,68,554610.78
1189,51,954.21,9,101,38,48664.71
1190,253,3327.02,10,102,85,841736.0599999999
1191,98,2485.87,14,102,60,243615.25999999998
1192,100,1482.54,10,102,54,148254.0
1193,219,4723.650000000001,8,100,69,1034479.3500000001
1194,62,1276.74,13,101,43,79157.88
1195,41,1271.09,6,101,27,52114.689999999995
1196,27,1915.95,9,98,27,51730.65
1197,160,7988.7300000000005,8,101,76,1278196.8
1198,44,1004.6,16,100,38,44202.4
1199,7,163.57,16,41,6,1144.99
1200,30,1619.45,10,99,25,48583.5
1201,38,537.6,6,100,31,20428.8
1202,25,587.47,5,100,22,14686.75
1203,173,6385.44,13,102,79,1104681.1199999999
1204,81,2043.13,12,102,48,165493.53
1205,186,4383.72,7,98,73,815371.92
1206,381,6172.13,8,101,90,2351581.5300000003
1207,108,765.37,12,101,64,82659.96
1208,54,1078.06,14,100,32,58215.24
1209,23,361.42,16,102,16,8312.66
1210,37,921.33,11,100,28,34089.21
1211,168,9045.04,8,102,86,1519566.7200000002
1212,6,195.27,13,99,6,1171.6200000000001
1213,46,622.22,5,101,35,28622.120000000003
1214,7,122.95,9,97,7,860.65
1215,15,786.45,16,100,11,11796.75
1216,134,5303.53,14,102,70,710673.02
1217,54,2656.9,15,102,40,143472.6
1218,96,3093.53,15,101,62,296978.88
1219,121,823.08,12,102,67,99592.68000000001
1220,31,787.04,3,91,18,24398.239999999998
1221,15,652.34,16,98,13,9785.1
1222,174,5833.39,5,102,77,1015009.8600000001
1223,57,1743.69,16,99,34,99390.33
1224,92,2363.78,17,102,59,217467.76
1225,76,1415.38,7,100,50,107568.88
1226,76,6237.46,17,101,58,474046.96
1227,86,3810.36,16,102,52,327690.96
1228,797,14503.89,2,102,101,11559600.33
1229,385,18304.31,5,102,95,7047159.350000001
1230,20,258.53,10,100,17,5170.599999999999
1231,55,1919.79,13,101,48,105588.45
1232,22,488.49,5,79,18,10746.78
1233,38,1778.52,7,100,25,67583.76
1234,94,5547.83,11,102,63,521496.02
1235,20,894.0,17,102,16,17880.0
1236,194,3993.01,15,102,78,774643.9400000001
1237,20,1051.16,17,89,19,21023.2
1238,51,4678.61,1,101,44,238609.11
1239,26,2068.5,14,102,24,53781.0
1240,217,11250.07,15,102,76,2441265.19
1241,91,2041.45,2,102,54,185771.95
1242,35,830.11,17,101,28,29053.850000000002
1243,15,249.70000000000002,15,86,14,3745.5000000000005
1244,34,603.45,12,102,29,20517.300000000003
1245,254,4469.27,11,102,85,1135194.58
1246,97,5428.25,6,101,59,526540.25
1247,123,6639.95,16,102,75,816713.85
1248,158,9091.29,8,101,79,1436423.82
1249,23,491.62,16,101,20,11307.26
1250,6,203.17,12,101,6,1219.02
1251,53,325.77,9,94,34,17265.809999999998
1252,46,1152.78,6,100,35,53027.88
1253,24,570.15,15,90,8,13683.599999999999
1254,6,252.31,9,92,5,1513.8600000000001
1255,28,522.3,9,100,24,14624.399999999998
1256,170,5274.32,4,102,88,896634.3999999999
1257,31,1389.1200000000001,14,102,24,43062.72
1258,232,3502.45,2,102,94,812568.3999999999
1259,33,1163.62,16,98,28,38399.46
1260,168,11200.800000000001,4,102,85,1881734.4000000001
1261,228,3777.98,8,101,79,861379.4400000001
1262,29,769.72,7,96,15,22321.88
1263,126,5257.4400000000005,3,98,69,662437.4400000001
1264,132,6458.78,8,101,69,852558.96
1265,49,1409.8700000000001,18,102,38,69083.63
1266,115,1657.11,3,101,72,190567.65
1267,66,1689.84,12,102,55,111529.43999999999
1268,71,3013.56,12,102,47,213962.76
1269,109,2595.17,11,102,60,282873.53
1270,73,3455.32,14,101,47,252238.36000000002
1271,132,4155.52,17,102,74,548528.64
1272,258,10019.45,5,102,93,2585018.1
1273,17,265.04,15,102,13,4505.68
1274,273,12503.24,9,102,94,3413384.52
1275,8,137.63,11,42,4,1101.04
1276,20,623.45,16,101,14,12469.0
1277,328,5900.81,14,102,83,1935465.6800000002
1278,19,738.34,15,101,17,14028.460000000001
1279,199,4793.46,13,102,81,953898.54
1280,24,427.63,13,99,17,10263.119999999999
1281,38,788.4,14,100,24,29959.2
1282,203,5957.4800000000005,11,100,73,1209368.4400000002
1283,49,332.46,18,102,40,16290.539999999999
1284,160,1974.49,2,102,63,315918.4
1285,137,5048.59,12,102,80,691656.8300000001
1286,30,595.0,8,88,22,17850.0
1287,159,2818.0,1,101,77,448062.0
1288,55,1896.5,9,102,36,104307.5
1289,525,1512.08,1,102,97,793842.0
1290,34,1060.24,8,101,23,36048.16
1291,103,3290.01,5,102,75,338871.03
1292,27,520.3199999999999,3,100,24,14048.639999999998
1293,176,2762.8,11,102,79,486252.80000000005
1294,56,4829.32,16,102,44,270441.92
1295,68,1637.41,8,102,44,111343.88
1296,80,2124.43,12,102,77,169954.4
1297,147,2733.28,4,102,63,401792.16000000003
1298,50,1487.99,16,101,40,74399.5
1299,192,5959.57,7,102,86,1144237.44
1300,84,2959.65,5,102,52,248610.6
1301,80,1494.22,6,102,47,119537.6
1302,36,757.95,15,102,28,27286.2
1303,212,6344.09,15,102,72,1344947.08
1304,90,899.49,9,102,57,80954.1
1305,373,7552.93,14,98,74,2817242.89
1306,171,3041.69,13,102,70,520128.99
1307,174,2049.58,15,102,67,356626.92
1308,23,320.58,3,83,19,7373.339999999999
1309,9,158.48000000000002,3,79,6,1426.3200000000002
